point,file,gx,gxx,gxy,gxz,gy,gyy,gyz,gz,gzz,pot,ratio,size
68,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-81.6218801260535,39.2252499362368,-137.437062533348,15.3522960734038,137.129309211029,92.8474555613542,-20.1856056562838,132.070785929399,-132.07270549758,14275.2200029923,0.0,1.0
69,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-6.40027012067132e-05,71.5525655193698,-0.00614123605980289,3.56967753988736e-05,61.6987156233599,6.7107812330267,-4.43470304155549,123.69471184928,-78.2633467502454,14269.8599022636,0.0,1.0
70,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,8.37951737620198e-14,169.86204410185,-8.14447936640308e-15,2.01639902965846e-14,22.6912176100712,-62.7325408912147,-1.18791087214672,128.153207955508,-107.129503208158,14276.0383830116,0.0,1.0
71,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,386.072068660999,753.172879474048,119.374971812929,-147.640457469755,60.3708063582235,-357.751663038813,-16.6387585487031,174.397171734894,-395.421216454808,14293.6712560333,0.0,1.0
72,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-5826.52057833201,-5057.67607226237,-42845.338370713,48986.9472073363,5826.48288448913,-5058.22644668739,-48986.632081186,6968.11057390879,10115.902444925,14484.7086924042,0.0,1.0
73,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-284.73632244907,430.577536615464,-57.6161509635807,69.7074363226403,37.4881716349231,-195.945424279616,-6.55437414445187,148.326732144259,-234.632112331806,14281.6402629625,0.0,1.0
74,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-49.3648613685729,90.1888651079726,-4.34440121952013,4.45358525067742,14.1713236982601,-26.0478901592339,-0.529538482309454,121.513533072538,-64.1409749462332,14264.7819507654,0.0,1.0
75,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,49.3571788613511,90.1851641284318,4.34326583531789,-4.45304863247646,14.1707082944319,-26.0458371267504,-0.52950467171248,121.513279008682,-64.1393270008098,14264.7815203252,0.0,1.0
76,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,284.711848659616,430.542699427681,57.6065272580279,-69.7015132544256,37.4835429194532,-195.92731284544,-6.55332639140052,148.324108788292,-234.615386563427,14281.6381973277,0.0,1.0
77,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,5826.46677416795,-5055.14847163456,42843.512511659,-48988.9915823359,5825.9089995764,-5063.3705351617,-48984.2874819772,6968.02090467153,10118.51864197,14484.6948923543,0.0,1.0
78,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-386.041527236738,753.10833326626,-119.355373059974,147.628470284964,60.362288144765,-357.717371259522,-16.6360577190373,174.392361637699,-395.390962053728,14293.6681584629,0.0,1.0
79,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-0.00920476454398135,169.836660330593,-0.0015452225036344,0.000968403803415183,22.6879277559461,-62.716529339934,-1.18773632956928,128.151762881104,-107.120130984521,14276.0361887689,0.0,1.0
80,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,2.1132726306188e-13,95.7893137768182,-2.71311784768497e-14,3.74217428943831e-16,-29.5383723219869,-4.37392485101771,3.52415857921549,125.730003531643,-91.415388925882,14274.798372479,0.0,1.0
81,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,123.67299411882,87.8920974859618,-194.081687170275,-26.9260910284807,-123.671555948948,87.8888967293059,26.9258288396202,138.924770539527,-175.780994224319,14282.403683187,0.0,1.0
82,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-60.3709757290733,-357.760448893017,119.375613403742,16.6389138893678,-386.077510648335,753.188948816265,147.644520950965,174.39837023278,-395.428499900272,14293.6715798119,0.0,1.0
83,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-137.136134066246,92.8483920177546,137.418657100842,20.1835527518055,-81.6118381983006,39.2147561488991,15.3490400105221,132.069276908978,-132.063148165781,14275.2191275734,0.0,1.0
84,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-38.0062610303448,64.5944740787372,16.0413903220354,2.911316679821,-9.08906478806982,-4.89479722505134,1.14690334276514,120.832582351561,-59.6996768528768,14264.8044290745,0.0,1.0
85,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,38.0020787971713,64.5952803597586,-16.0370169670035,-2.91116459728899,-9.08676633317152,-4.89620948681259,1.14672104883198,120.832488536927,-59.6990708730943,14264.8041612296,0.0,1.0
86,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,137.138090461158,92.8629769550143,-137.412829814288,-20.184902159539,-81.6014724880471,39.2009543007844,15.3482859567925,132.069408060611,-132.063931259529,14275.2185615654,0.0,1.0
87,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,60.3846932725072,-357.817002054508,-119.419426430765,-16.6465701089133,-386.10631739987,753.302819512629,147.680105614618,174.407967714229,-395.485817541603,14293.6727715423,0.0,1.0
88,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-123.684704909629,87.90868359963,194.096589209136,26.9304935116658,-123.663002314944,87.8823125278889,26.9275573354469,138.926366037217,-175.790996125599,14282.4035367664,0.0,1.0
89,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-0.00271165134453486,95.7930578476435,0.00723381855676112,0.000170033091208555,-29.5235555172185,-4.37831884587289,3.52312410587538,125.729901181013,-91.4147389999956,14274.7975072147,0.0,1.0
90,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,5.37480114939665e-14,37.5004953857622,-2.02867635522616e-15,-2.29545847311343e-15,-2.80486191046934e-13,37.4996011148458,1.57002329861143e-15,123.202042567769,-75.0000965003227,14272.4370019556,0.0,1.0
91,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,29.5395065644236,-4.37318033424366,5.0108398474912e-15,-3.52429027273225,-2.78708109970226e-13,95.7890398284807,5.81565720221472e-16,125.730076009671,-91.4158594920084,14274.7984431889,0.0,1.0
92,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-22.6908965732172,-62.7347999106599,-6.47032694170214e-17,1.1878396251133,-3.00147678382507e-13,169.865944116527,2.41266916119632e-15,128.153461195535,-107.131144205999,14276.0385857602,0.0,1.0
93,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-61.7159452453502,6.71511982780961,6.17292063996192e-15,4.43547723812708,-2.60644082521494e-13,71.5482932593891,6.29555696501983e-16,123.694718283525,-78.263413087089,14269.8596357488,0.0,1.0
94,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-26.1722009606952,40.595532445591,4.48540615423293e-15,1.5261598019398,-3.08154347057253e-13,13.4718465237304,1.11703715902448e-15,119.967067399173,-54.0673789683056,14264.0035306382,0.0,1.0
95,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,26.1715001526473,40.5988092103968,-5.99923479228216e-16,-1.526279633149,-2.9162501775699e-13,13.4688306459041,9.66706180059276e-16,119.967106758459,-54.0676398559008,14264.0034459482,0.0,1.0
